Gone with the Wind (1939) ,8.1,3h 58min,8 July 2020,A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.
Finding Nemo (2003) ,8.1,1h 40min,24 October 2003,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
Smultronstället (1957) ,8.2,1h 31min,26 December 1957,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence."
Blade Runner (1982) ,8.1,1h 57min,25 June 2020,"A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator."
Stalker (1979) ,8.2,2h 42min,17 April 1980,A guide leads two men through an area known as the Zone to find a room that grants wishes.
Kill Bill: Vol. 1 (2003) ,8.1,1h 51min,10 October 2003,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her."
Salinui chueok (2003) ,8.1,2h 11min,2 May 2003,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit."
The Bridge on the River Kwai (1957) ,8.1,2h 41min,28 December 1957,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors, not knowing that the allied forces are planning to destroy it."
Fargo (1996) ,8.1,1h 38min,5 April 1996,Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.
Room (2015) ,8.1,1h 58min,29 January 2016,"Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time."
The Third Man (1949) ,8.1,1h 44min,12 October 1949,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime."
Gran Torino (2008) ,8.1,1h 56min,13 March 2009,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino."
Relatos salvajes (2014) ,8.1,2h 2min,21 August 2014,Six short stories that explore the extremities of human behavior involving people in distress.
On the Waterfront (1954) ,8.1,1h 48min,12 October 1954,An ex-prize fighter turned longshoreman struggles to stand up to his corrupt union bosses.
Tôkyô monogatari (1953) ,8.2,2h 16min,3 November 1953,"An old couple visit their children and grandchildren in the city, but receive little attention."
The Deer Hunter (1978) ,8.1,3h 3min,23 February 1979,An in-depth examination of the ways in which the U.S. Vietnam War impacts and disrupts the lives of people in a small industrial town in Pennsylvania.
In the Name of the Father (1993) ,8.1,2h 13min,27 December 1993,A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.
Höstsonaten (1978) ,8.2,1h 39min,8 October 1978,"A married daughter who longs for her mother's love is visited by the latter, a successful concert pianist."
Mary and Max (2009) ,8.1,1h 32min,9 April 2009,"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York."
The Grand Budapest Hotel (2014) ,8.1,1h 39min,25 July 2014,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge."
Gone Girl (2014) ,8.1,2h 29min,31 October 2014,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent."
Before Sunrise (1995) ,8.1,1h 41min,9 December 2019,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together."
Hacksaw Ridge (2016) ,8.1,2h 19min,16 December 2016,"World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people, and becomes the first man in American history to receive the Medal of Honor without firing a shot."
Catch Me If You Can (2002) ,8.1,2h 21min,30 April 2020,"Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl, becomes obsessed with tracking down the con man. But Frank not only eludes capture, he revels in the pursuit."
Andhadhun (2018) ,8.3,2h 19min,5 October 2018,"A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of."
Persona (1966) ,8.1,1h 25min,18 October 1966,A nurse is put in charge of a mute actress and finds that their personae are melding together.
Prisoners (2013) ,8.1,2h 33min,27 September 2013,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts."
The Big Lebowski (1998) ,8.1,1h 57min,21 December 2019,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it."
To Be or Not to Be (1942) ,8.2,1h 39min,6 March 1942,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy."
Sherlock Jr. (1924) ,8.2,45min,11 May 1924,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch."
The General (1926) ,8.1,1h 7min,2 January 1927,"When Union spies steal an engineer's beloved locomotive, he pursues it single-handedly and straight through enemy lines."
How to Train Your Dragon (2010) ,8.1,1h 38min,16 April 2010,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed."
Ford v Ferrari (2019) ,8.1,2h 32min,15 November 2019,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.
Eskiya (1996) ,8.2,2h 8min,29 November 1996,"Baran the Bandit, released from prison after 35 years, searches for vengeance and his lover."
12 Years a Slave (2013) ,8.1,2h 14min,31 January 2014,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery."
Barry Lyndon (1975) ,8.1,3h 5min,18 December 1975,An Irish rogue wins the heart of a rich widow and assumes her dead husband's aristocratic position in 18th-century England.
Mr. Smith Goes to Washington (1939) ,8.1,2h 9min,19 October 1939,"A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down."
Mad Max: Fury Road (2015) ,8.1,2h,15 May 2015,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max."
Million Dollar Baby (2004) ,8.1,2h 12min,11 March 2005,A determined woman works with a hardened boxing trainer to become a professional.
Dom za vesanje (1988) ,8.2,2h 22min,September 1990,"In this luminous tale set in the area around Sarajevo and in Italy, Perhan, an engaging young Romany (gypsy) with telekinetic powers, is seduced by the quick-cash world of petty crime, which threatens to destroy him and those he loves."
Network (1976) ,8.1,2h 1min,27 November 1976,A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit.
Dead Poets Society (1989) ,8.1,2h 8min,9 June 1989,Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.
Stand by Me (1986) ,8.1,1h 29min,22 August 1986,"After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy."
Ben-Hur (1959) ,8.1,3h 32min,18 November 1959,"After a Jewish prince is betrayed and sent into slavery by a Roman friend, he regains his freedom and comes back for revenge."
Harry Potter and the Deathly Hallows: Part 2 (2011) ,8.1,2h 10min,15 July 2011,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts."
Cool Hand Luke (1967) ,8.1,2h 7min,1 November 1967,"A laid back Southern man is sentenced to two years in a rural prison, but refuses to conform."
Hachi: A Dog's Tale (2009) ,8.1,1h 33min,4 October 2017,A college professor bonds with an abandoned dog he takes into his home.
Platoon (1986) ,8.1,2h,6 February 1987,A young soldier in Vietnam faces a moral crisis when confronted with the horrors of war and the duality of man.
Ah-ga-ssi (2016) ,8.1,2h 25min,1 June 2016,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her."
Into the Wild (2007) ,8.1,2h 28min,31 July 2018,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life."
Logan (2017) ,8.1,2h 17min,3 March 2017,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety."
Rush (2013) ,8.1,2h 3min,20 September 2013,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.
Le salaire de la peur (1953) ,8.1,2h 11min,23 September 1955,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe."
Life of Brian (1979) ,8.1,1h 34min,8 November 1979,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah."
Les quatre cents coups (1959) ,8.1,1h 39min,3 June 1959,"A young boy, left without attention, delves into a life of petty crime."
Spotlight (2015) ,8.1,2h 9min,19 February 2016,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."
La haine (1995) ,8.1,1h 38min,31 May 1995,24 hours in the lives of three young men in the French suburbs the day after a violent riot.
La passion de Jeanne d'Arc (1928) ,8.1,1h 50min,25 October 1928,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions."
Hotel Rwanda (2004) ,8.1,2h 1min,4 February 2005,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa."
Amores perros (2000) ,8.1,2h 34min,16 June 2000,"A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love."
Andrei Rublev (1966) ,8.1,3h 25min,December 1969,"The life, times and afflictions of the fifteenth-century Russian iconographer St. Andrei Rublev."
Rocky (1976) ,8.1,2h,3 December 1976,A small-time boxer gets a supremely rare chance to fight a heavy-weight champion in a bout in which he strives to go the distance for his self-respect.
Gangs of Wasseypur (2012) ,8.2,5h 21min,22 June 2012,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations."
"Monsters, Inc. (2001) ",8.1,1h 32min,8 April 2018,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, 2 monsters realize things may not be what they think."
Kaze no tani no Naushika (1984) ,8.1,1h 57min,11 March 1984,Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.
Rebecca (1940) ,8.1,2h 10min,12 April 1940,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.
Du rififi chez les hommes (1955) ,8.2,1h 58min,13 April 1955,"Four men plan a technically perfect crime, but the human element intervenes..."
Vikram Vedha (2017) ,8.5,2h 27min,21 July 2017,"Vikram, a no-nonsense police officer, accompanied by Simon, his partner, is on the hunt to capture Vedha, a smuggler and a murderer. Vedha tries to change Vikram's life, which leads to a conflict."
Rang De Basanti (2006) ,8.2,2h 47min,26 January 2006,"The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom."
Before Sunset (2004) ,8.1,1h 20min,30 July 2004,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour."
Fa yeung nin wah (2000) ,8.1,1h 38min,29 September 2000,"Two neighbors, a woman and a man, form a strong bond after both suspect extramarital activities of their spouses. However, they agree to keep their bond platonic so as not to commit similar wrongs."
Portrait de la jeune fille en feu (2019) ,8.1,2h 2min,18 September 2019,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman."
"Paris, Texas (1984) ",8.1,2h 25min,23 August 1984,"Travis Henderson, an aimless drifter who has been missing for four years, wanders out of the desert and must reconnect with society, himself, his life, and his family."
It Happened One Night (1934) ,8.1,1h 45min,22 February 1934,"A renegade reporter and a crazy young heiress meet on a bus heading for New York, and end up stuck with each other when the bus leaves them behind at one of the stops."
Contratiempo (2016) ,8.1,1h 46min,4 October 2017,A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense.
The Help (2011) ,8.0,2h 26min,25 November 2011,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis."
Drishyam (2015) ,8.2,2h 43min,31 July 2015,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime."
The Princess Bride (1987) ,8.0,1h 38min,14 March 2019,"While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love."
La battaglia di Algeri (1966) ,8.1,2h 1min,9 September 1966,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government."
Koe no katachi (2016) ,8.1,2h 10min,5 June 2019,"A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption."
"Swades: We, the People (2004) ",8.2,3h 30min,17 December 2004,A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.
